CODIGO_CIUDAD|NOMBRE_CIUDAD|CODIGO_DEPARTAMENTO|NOMBRE_DEPTO
1 |SIN INFORMACIÓN|01|SIN INFORMACION
2 |CIUDAD DEL EXTERIOR|99|VICHADA
5001000 |MEDELLIN|05|ANTIOQUIA
5001001 |PALMITAS|05|ANTIOQUIA
5001002 |SAN ANTONIO DE PRADO|05|ANTIOQUIA
5001003 |SAN CRISTOBAL SAN CRISTOBAL|05|ANTIOQUIA
5001004 |SANTA ELENA|05|ANTIOQUIA
5001005 |PEDREGAL|05|ANTIOQUIA
5001007 |SAN JAVIER|05|ANTIOQUIA
5001010 |AGUAS FRIAS|05|ANTIOQUIA
5001011 |CORAZON|05|ANTIOQUIA
5002000 |ABEJORRAL|05|ANTIOQUIA
5002001 |CHAGUALAL|05|ANTIOQUIA
5002002 |PANTANILLO (ABEJORRAL)|05|ANTIOQUIA
5002003 |PURIMA|05|ANTIOQUIA
5002004 |NARANJAL|05|ANTIOQUIA
5002005 |GUAYABAL|05|ANTIOQUIA
5002006 |PURNIA|05|ANTIOQUIA
5002007 |PORTUGAL|05|ANTIOQUIA
5002010 |EL CAIRO (ABEJORRAL)|05|ANTIOQUIA
5002011 |EL ERIZO|05|ANTIOQUIA
5002012 |GUAICO GIBADO|05|ANTIOQUIA
5004000 |ABRIAQUI|05|ANTIOQUIA
5004001 |CORCOVADO|05|ANTIOQUIA
5004002 |LA ANTIGUA|05|ANTIOQUIA
5008000 |SANTA FE DE ANTIOQUI|05|ANTIOQUIA
5009000 |SAN CRISTOBAL|05|ANTIOQUIA
5010000 |BUENOS AIRES - MEDEL|05|ANTIOQUIA
5021000 |ALEJANDRIA|05|ANTIOQUIA
5021001 |SAN JOSE (ALEJANDRIA|05|ANTIOQUIA
5030000 |AMAGA|05|ANTIOQUIA
5030001 |CAMILOCE RESTREPO|05|ANTIOQUIA
5030002 |EL CEDRO|05|ANTIOQUIA
5030003 |LA CLARITA|05|ANTIOQUIA
5030004 |LA FERREIRA|05|ANTIOQUIA
5030005 |LA GUALI|05|ANTIOQUIA
5030006 |PIEDECUESTA|05|ANTIOQUIA
5030007 |LOS ALVAREZ|05|ANTIOQUIA
5030008 |DOS PEÑAS|05|ANTIOQUIA
5030009 |MANI DE LOS MANGOS|05|ANTIOQUIA
5030010 |NICANOR RESTREPO|05|ANTIOQUIA
5031000 |AMALFI|05|ANTIOQUIA
5031004 |PORTACHUELO|05|ANTIOQUIA
5031005 |ARENAS BLANCAS|05|ANTIOQUIA
5031006 |EL ZACATIN|05|ANTIOQUIA
5031007 |LA GUAYANA|05|ANTIOQUIA
5031008 |BARRIO OBRERO|05|ANTIOQUIA
5031009 |EL TIGRE - AMALFI|05|ANTIOQUIA
5031010 |LA CANCANA|05|ANTIOQUIA
5034000 |ANDES|05|ANTIOQUIA
5034001 |BUENOS AIRES - ANDES|05|ANTIOQUIA
5034003 |SAN JOSE (ANDES)|05|ANTIOQUIA
5034004 |SAN PEDRO|05|ANTIOQUIA
5034005 |SANTA BARBARA (ANDES|05|ANTIOQUIA
5034006 |SANTA RITA (ANDES)|05|ANTIOQUIA
5034007 |TAPARTO|05|ANTIOQUIA
5034008 |LA CEDRONA|05|ANTIOQUIA
5034009 |QUEBRADA ARRIBA|05|ANTIOQUIA
5034010 |LA SOLEDAD|05|ANTIOQUIA
5034011 |VALLE UMBRIA|05|ANTIOQUIA
5034012 |SANTA INES|05|ANTIOQUIA
5036000 |ANGELOPOLIS|05|ANTIOQUIA
5036001 |ESTACION ANGELOPOLIS|05|ANTIOQUIA
5036003 |SANTA ANA (ANGELOPOL|05|ANTIOQUIA
5036004 |SAN ISIDRO|05|ANTIOQUIA
5036005 |EL NUDILLO|05|ANTIOQUIA
5036006 |SANTA RITA (ANGELOPO|05|ANTIOQUIA
5036007 |LA CLARA|05|ANTIOQUIA
5038000 |ANGOSTURA|05|ANTIOQUIA
5038001 |EL CARMELO|05|ANTIOQUIA
5038002 |LA QUINTA|05|ANTIOQUIA
5038003 |PAJARITO ARRIBA|05|ANTIOQUIA
5038004 |EL SOCORRO - ANGOSTU|05|ANTIOQUIA
5038005 |PAJARITO ABAJO|05|ANTIOQUIA
5038006 |CANOAS - ANGOSTURA|05|ANTIOQUIA
5038007 |LA MONTAÑITA|05|ANTIOQUIA
5040000 |ANORI|05|ANTIOQUIA
5040002 |LIBERIA|05|ANTIOQUIA
5040003 |MONTEFRIO|05|ANTIOQUIA
5040004 |SANTO DOMINGO (ANORI|05|ANTIOQUIA
5040005 |CRISTALINAS|05|ANTIOQUIA
5040006 |LAS NIEVES|05|ANTIOQUIA
5040007 |MADRE SECA|05|ANTIOQUIA
5042000 |SANTAFE DE ANTIOQUIA|05|ANTIOQUIA
5042001 |CATIVO|05|ANTIOQUIA
5042002 |GUASABRA|05|ANTIOQUIA
5042003 |LAS AZULES|05|ANTIOQUIA
5042004 |TONUSCO ARRIBA|05|ANTIOQUIA
5042005 |LLANO DE BRISAS|05|ANTIOQUIA
5042006 |EL PESCADO|05|ANTIOQUIA
5042007 |SABANAS|05|ANTIOQUIA
5044000 |ANZA|05|ANTIOQUIA
5044001 |GUINTAR|05|ANTIOQUIA
5044002 |LA CHOLINA|05|ANTIOQUIA
5044003 |LOS LLANOS|05|ANTIOQUIA
5044004 |LA CUEVA|05|ANTIOQUIA
5044005 |LA CEJITA|05|ANTIOQUIA
5044006 |LA HIGUINA|05|ANTIOQUIA
5045000 |APARTADO|05|ANTIOQUIA
5045001 |SAN JOSE (APARTADO)|05|ANTIOQUIA
5045002 |CHURIDO|05|ANTIOQUIA
5045003 |ZUNGO CARRETERA|05|ANTIOQUIA
5045004 |PUEBLO QUEMADO|05|ANTIOQUIA
5045006 |PUERTO CARIBE|05|ANTIOQUIA
5045007 |LOS NARANJALES|05|ANTIOQUIA
5045008 |BIJAGUAL|05|ANTIOQUIA
5045009 |EL REPOSO|05|ANTIOQUIA
5051000 |ARBOLETES|05|ANTIOQUIA
5051001 |BUENOS AIRES - ARBOL|05|ANTIOQUIA
5051003 |EL CARMELO|05|ANTIOQUIA
5051005 |LAS NARANJITAS|05|ANTIOQUIA
5051007 |SIETE VUELTAS|05|ANTIOQUIA
5051008 |EL YESO|05|ANTIOQUIA
5051009 |LA TRINIDAD|05|ANTIOQUIA
5051010 |LAS PLATAS|05|ANTIOQUIA
5051011 |LA CANDELARIA|05|ANTIOQUIA
5051013 |EL YESO|05|ANTIOQUIA
5051014 |EL GUADUAL|05|ANTIOQUIA
5055000 |ARGELIA|05|ANTIOQUIA
5055001 |LA PLATA|05|ANTIOQUIA
5055002 |GUADUALITO|05|ANTIOQUIA
5055003 |EL ORO (ARGELIA-ANT)|05|ANTIOQUIA
5055004 |EL PLAN|05|ANTIOQUIA
5055005 |MESONES|05|ANTIOQUIA
5055006 |LA MINA|05|ANTIOQUIA
5055007 |EL PITAL|05|ANTIOQUIA
5055008 |EL ROSARIO - SAN JUL|05|ANTIOQUIA
5055009 |LA MARGARITA|05|ANTIOQUIA
5059000 |ARMENIA|05|ANTIOQUIA
5059001 |LA HERRADURA|05|ANTIOQUIA
5059002 |LA LOMA|05|ANTIOQUIA
5059003 |EL SOCORRO-ARMENIA (|05|ANTIOQUIA
5059004 |MOJONES|05|ANTIOQUIA
5079000 |BARBOSA|05|ANTIOQUIA
5079001 |HATILLO|05|ANTIOQUIA
5079002 |GRACIANO|05|ANTIOQUIA
5079003 |LAS PEÑAS|05|ANTIOQUIA
5079005 |PLATANITO|05|ANTIOQUIA
5079006 |EL TABLAZO|05|ANTIOQUIA
5079007 |EL VERDE|05|ANTIOQUIA
5079008 |IZASA|05|ANTIOQUIA
5079009 |TABLAZO POPALITO|05|ANTIOQUIA
5079010 |EL GUAYABO|05|ANTIOQUIA
5079011 |LAS VICTORIAS|05|ANTIOQUIA
5079013 |AGUAS CLARAS - BARBO|05|ANTIOQUIA
5079014 |POPALITO|05|ANTIOQUIA
5079015 |FILOVERDE|05|ANTIOQUIA
5079016 |YARUMITO|05|ANTIOQUIA
5086000 |BELMIRA|05|ANTIOQUIA
5086001 |LABORES|05|ANTIOQUIA
5086002 |QUEBRADITAS|05|ANTIOQUIA
5086003 |RIO ARRIBA|05|ANTIOQUIA
5086004 |LAS PLAYAS|05|ANTIOQUIA
5088000 |BELLO|05|ANTIOQUIA
5088001 |BARRIO PARIS|05|ANTIOQUIA
5088003 |ZAMORA ACEVEDO|05|ANTIOQUIA
5088004 |EL PARAISO|05|ANTIOQUIA
5088006 |GUASIMALITO|05|ANTIOQUIA
5088007 |TIERRADENTRO|05|ANTIOQUIA
5088008 |POTRERITO|05|ANTIOQUIA
5088010 |SANTA RITA - BELLO|05|ANTIOQUIA
5088011 |LA CAMILA|05|ANTIOQUIA
5088012 |ZARZAL (ANT)|05|ANTIOQUIA
5088013 |SAN FELIX|05|ANTIOQUIA
5088014 |BUENOS AIRES - BELLO|05|ANTIOQUIA
5088015 |NIQUIA|05|ANTIOQUIA
5088016 |BARRIO NUEVO|05|ANTIOQUIA
5088017 |BELLAVISTA|05|ANTIOQUIA
5088018 |CENTRAL|05|ANTIOQUIA
5091000 |BETANIA|05|ANTIOQUIA
5091002 |LA LIBIA|05|ANTIOQUIA
5093000 |BETULIA|05|ANTIOQUIA
5093001 |ALTAMIRA - BETULIA -|05|ANTIOQUIA
5093002 |CANGREJO|05|ANTIOQUIA
5093003 |LUCIANO RESTREPO|05|ANTIOQUIA
5093004 |YERBAL|05|ANTIOQUIA
5093005 |SALADITOS|05|ANTIOQUIA
5094000 |ALTAMIRA - BETULIA|05|ANTIOQUIA
5101000 |CIUDAD BOLIVAR|05|ANTIOQUIA
5101001 |ALFONSO LOPEZ|05|ANTIOQUIA
5101002 |FARALLONES|05|ANTIOQUIA
5101003 |EL MANZANILLO|05|ANTIOQUIA
5101006 |SAN GREGORIO|05|ANTIOQUIA
5101007 |LA LINDA|05|ANTIOQUIA
5101008 |VILLA ALEGRIA|05|ANTIOQUIA
5107000 |BRICEÑO|05|ANTIOQUIA
5107001 |BERLIN - PUEBLO NUEV|05|ANTIOQUIA
5107002 |EL ROBLAL|05|ANTIOQUIA
5107003 |LAS AURAS|05|ANTIOQUIA
5113000 |BURITICA|05|ANTIOQUIA
5113001 |EL NARANJO|05|ANTIOQUIA
5113002 |GUARCO|05|ANTIOQUIA
5113003 |TABACAL|05|ANTIOQUIA
5113004 |URARCO|05|ANTIOQUIA
5113005 |LA ANGELINA|05|ANTIOQUIA
5113007 |MANGLAR|05|ANTIOQUIA
5120000 |CACERES|05|ANTIOQUIA
5120002 |EL JARDIN|05|ANTIOQUIA
5120003 |GUARUMO|05|ANTIOQUIA
5120005 |EL TIGRE - CACERES|05|ANTIOQUIA
5120006 |PUERTO BELGICA|05|ANTIOQUIA
5120010 |PIAMONTE|05|ANTIOQUIA
5120011 |NUEVA ESPERANZA|05|ANTIOQUIA
5120012 |RIO MAN|05|ANTIOQUIA
5125000 |CAICEDO|05|ANTIOQUIA
5125001 |ASESI|05|ANTIOQUIA
5125002 |LA SALAZAR|05|ANTIOQUIA
5129000 |CALDAS|05|ANTIOQUIA
5129001 |EL CAÑO|05|ANTIOQUIA
5129002 |LA RAYA|05|ANTIOQUIA
5129003 |MATADERO|05|ANTIOQUIA
5129004 |LA MIEL|05|ANTIOQUIA
5129005 |LA CORRALA|05|ANTIOQUIA
5129006 |PRIMAVERA|05|ANTIOQUIA
5134000 |CAMPAMENTO|05|ANTIOQUIA
5134001 |LA CHIQUITA|05|ANTIOQUIA
5134002 |LA SOLITA|05|ANTIOQUIA
5134003 |LLANADAS - CAMPAMENT|05|ANTIOQUIA
5134005 |MORROPELON|05|ANTIOQUIA
5134008 |LOS CHORROS|05|ANTIOQUIA
5138000 |CAÑASGORDAS|05|ANTIOQUIA
5138001 |BUENOS AIRES - CAÑAS|05|ANTIOQUIA
5138002 |CESTILLAL|05|ANTIOQUIA
5138003 |JUNTAS DE URAMITA|05|ANTIOQUIA
5138005 |SAN PASCUAL|05|ANTIOQUIA
5138006 |VERSALLES - CAÑASGOR|05|ANTIOQUIA
5138007 |LA BALSA|05|ANTIOQUIA
5138008 |EL MADERO|05|ANTIOQUIA
5142000 |CARACOLI|05|ANTIOQUIA
5142001 |SARDINAS|05|ANTIOQUIA
5142002 |CASCARON|05|ANTIOQUIA
5142003 |EL BAGRE - CARACOLI|05|ANTIOQUIA
5142004 |LAS AGUILAS|05|ANTIOQUIA
5142005 |LA FONTANA|05|ANTIOQUIA
5142006 |SANTA ROSA|05|ANTIOQUIA
5145000 |CARAMANTA|05|ANTIOQUIA
5145001 |ALEGRIAS|05|ANTIOQUIA
5145002 |SUCRE (CARAMANTA)|05|ANTIOQUIA
5145003 |BARRO BLANCO|05|ANTIOQUIA
5145004 |CHIRAPOTO|05|ANTIOQUIA
5147000 |CAREPA|05|ANTIOQUIA
5147001 |BIJAGUAL|05|ANTIOQUIA
5147002 |CAMPAMENTO - CAREPA|05|ANTIOQUIA
5147003 |PIEDRAS BLANCAS|05|ANTIOQUIA
5147004 |ZUMGO EMBARCADERO|05|ANTIOQUIA
5147005 |ZUMGO PUEBLO NUEVO|05|ANTIOQUIA
5148000 |EL CARMEN DE VIBORAL|05|ANTIOQUIA
5148001 |SANTA INES|05|ANTIOQUIA
5148002 |SANTA RITA (EL CARME|05|ANTIOQUIA
5148003 |AGUAS CLARAS - CARME|05|ANTIOQUIA
5148004 |LA MARIA|05|ANTIOQUIA
5148005 |LA CHAPA|05|ANTIOQUIA
5148006 |CAMPO ALEGRE|05|ANTIOQUIA
5148007 |LA ESPERANZA|05|ANTIOQUIA
5148008 |LA MADERA(LA AURORA)|05|ANTIOQUIA
5148009 |CANADA|05|ANTIOQUIA
5150000 |CAROLINA|05|ANTIOQUIA
5150001 |GUANACAS (GUAPAGUES)|05|ANTIOQUIA
5154000 |CAUCASIA|05|ANTIOQUIA
5154003 |CUTURU|05|ANTIOQUIA
5154004 |CHONTADURO|05|ANTIOQUIA
5154006 |MARGENTO|05|ANTIOQUIA
5154007 |PUERTO COLOMBIA (CAU|05|ANTIOQUIA
5154008 |PALANCA|05|ANTIOQUIA
5154009 |PALOMAR|05|ANTIOQUIA
5154012 |SANTA ROSITA|05|ANTIOQUIA
5154013 |CARACOLI - CAUCASIA|05|ANTIOQUIA
5154014 |RIO VIEJO|05|ANTIOQUIA
5154015 |PUERTO GAITAN|05|ANTIOQUIA
5154016 |EL SABALO|05|ANTIOQUIA
5154017 |LOS MEDIOS|05|ANTIOQUIA
5154018 |EL TONO|05|ANTIOQUIA
5154019 |EL GUTINAJO|05|ANTIOQUIA
5154020 |PUERTO TRIANA|05|ANTIOQUIA
5154022 |LA ILUSION|05|ANTIOQUIA
5154023 |PUERTO GLORIA|05|ANTIOQUIA
5172000 |CHIGORODO|05|ANTIOQUIA
5172003 |BARRANQUILLITA|05|ANTIOQUIA
5190000 |CISNEROS|05|ANTIOQUIA
5190002 |FATIMA|05|ANTIOQUIA
5190003 |ALGARROBO|05|ANTIOQUIA
5190004 |EL LIMON|05|ANTIOQUIA
5197000 |COCORNA|05|ANTIOQUIA
5197001 |AGUALINDA|05|ANTIOQUIA
5197004 |LA PLACITA|05|ANTIOQUIA
5197005 |LA PIÑUELA|05|ANTIOQUIA
5197006 |FARALLONES|05|ANTIOQUIA
5197007 |LAS CRUCES|05|ANTIOQUIA
5197008 |LA HONDA|05|ANTIOQUIA
5197009 |LA PRIMAVERA|05|ANTIOQUIA
5197010 |LA FLORIDA|05|ANTIOQUIA
5197011 |LA GRANJA|05|ANTIOQUIA
5197012 |PAILANIA|05|ANTIOQUIA
5206000 |CONCEPCION|05|ANTIOQUIA
5209000 |CONCORDIA|05|ANTIOQUIA
5209001 |EL SOCORRO-CONCORDIA|05|ANTIOQUIA
5209002 |MORELIA|05|ANTIOQUIA
5209003 |MORITOS|05|ANTIOQUIA
5209004 |SAN FRANCISCO|05|ANTIOQUIA
5209005 |LAS ANIMAS|05|ANTIOQUIA
5209006 |EL GOLPE|05|ANTIOQUIA
5209007 |SALAZAR|05|ANTIOQUIA
5212000 |COPACABANA|05|ANTIOQUIA
5212001 |BARRIO DE MARIA|05|ANTIOQUIA
5212002 |VILLANUEVA|05|ANTIOQUIA
5212003 |PEÑOLCITO|05|ANTIOQUIA
5212004 |QUEBRADA ARRIBA|05|ANTIOQUIA
5212005 |EL SALADO|05|ANTIOQUIA
5212006 |SABANETA|05|ANTIOQUIA
5212007 |ZARZAL(CURAZAO)|05|ANTIOQUIA
5212008 |EL CABUYAL|05|ANTIOQUIA
5212009 |CANOAS - COPACABANA|05|ANTIOQUIA
5212010 |EL NAVAL|05|ANTIOQUIA
5212011 |ZARZAL(LA LUZ)|05|ANTIOQUIA
5212012 |EL TABLAZO|05|ANTIOQUIA
5212013 |LA LOMITA|05|ANTIOQUIA
5212014 |EL ALVARAD0|05|ANTIOQUIA
5212015 |EL AMOR|05|ANTIOQUIA
5212016 |CIUDAD MACHADO|05|ANTIOQUIA
5234000 |DABEIBA|05|ANTIOQUIA
5234001 |ARMENIA - DABEIBA|05|ANTIOQUIA
5234003 |GALILEA|05|ANTIOQUIA
5234004 |URAMAGRANDE|05|ANTIOQUIA
5234007 |CARRA|05|ANTIOQUIA
5234008 |ARMENIA-CAMPARRUSIA|05|ANTIOQUIA
5234009 |LLANO GRANDE|05|ANTIOQUIA
5234010 |LAS CRUCES DE URAMA|05|ANTIOQUIA
5234011 |ARENERA|05|ANTIOQUIA
5234012 |CHIMIANDO|05|ANTIOQUIA
5234013 |SANTA TERESA - DABEI|05|ANTIOQUIA
5234014 |EL BOTON|05|ANTIOQUIA
5237000 |DON MATIAS|05|ANTIOQUIA
5237001 |BELLLAVISTA|05|ANTIOQUIA
5237002 |RIOGRANDE|05|ANTIOQUIA
5240000 |EBEJICO|05|ANTIOQUIA
5240001 |BRASIL|05|ANTIOQUIA
5240002 |ECUADOR|05|ANTIOQUIA
5240003 |SEVILLA|05|ANTIOQUIA
5240004 |VUELTA LA OREJA|05|ANTIOQUIA
5240005 |LA RENTA|05|ANTIOQUIA
5240006 |SOCORRO|05|ANTIOQUIA
5240007 |GUAYABAL|05|ANTIOQUIA
5240008 |EL ZARZAL|05|ANTIOQUIA
5240009 |QUIRIMARAL EL RODEO|05|ANTIOQUIA
5240010 |PLACITAS|05|ANTIOQUIA
5240011 |LA CLARA|05|ANTIOQUIA
5250000 |EL BAGRE|05|ANTIOQUIA
5250001 |SANTA MARGARITA|05|ANTIOQUIA
5250002 |PUERTO CLAVER|05|ANTIOQUIA
5250003 |LAS FLORES|05|ANTIOQUIA
5250004 |PUERTO LOPEZ|05|ANTIOQUIA
5250005 |EL REAL|05|ANTIOQUIA
5264000 |ENTRERRIOS|05|ANTIOQUIA
5266000 |ENVIGADO|05|ANTIOQUIA
5266001 |LAS PALMAS|05|ANTIOQUIA
5266002 |SALADO|05|ANTIOQUIA
5266003 |ZUÑIGA|05|ANTIOQUIA
5282000 |FREDONIA|05|ANTIOQUIA
5282001 |BERLIN|05|ANTIOQUIA
5282002 |LOS PALOMOS|05|ANTIOQUIA
5282003 |MINAS|05|ANTIOQUIA
5282004 |PUENTE IGLESIAS|05|ANTIOQUIA
5282005 |MARSELLA|05|ANTIOQUIA
5282006 |COMBIA GRANDE|05|ANTIOQUIA
5282007 |ZABALETAS|05|ANTIOQUIA
5282008 |EL ZANCUDO|05|ANTIOQUIA
5282009 |LOMA DEL PLAN|05|ANTIOQUIA
5282010 |EL PLAN|05|ANTIOQUIA
5282011 |EL EDEN|05|ANTIOQUIA
5282012 |UVITAL|05|ANTIOQUIA
5282013 |PIANOLA|05|ANTIOQUIA
5282014 |PIEDRA VERDE|05|ANTIOQUIA
5284000 |FRONTINO|05|ANTIOQUIA
5284001 |CARAUTA|05|ANTIOQUIA
5284002 |EL CERRO|05|ANTIOQUIA
5284003 |CHONTADURO|05|ANTIOQUIA
5284004 |MURRI|05|ANTIOQUIA
5284005 |MUSINGA|05|ANTIOQUIA
5284006 |NUTIBARA|05|ANTIOQUIA
5284007 |PONTON|05|ANTIOQUIA
5284008 |FUEMIA|05|ANTIOQUIA
5284009 |BUENOS AIRES - FRONT|05|ANTIOQUIA
5284010 |SAN LAZARO|05|ANTIOQUIA
5284011 |NOBOGA|05|ANTIOQUIA
5284012 |JENGAMECODA|05|ANTIOQUIA
5284013 |EL MADERO|05|ANTIOQUIA
5284014 |PANTANOS|05|ANTIOQUIA
5284015 |LA CLARITA-LAS MINAS|05|ANTIOQUIA
5284016 |PARQUE LAS ORQUIDEAS|05|ANTIOQUIA
5306000 |GIRALDO|05|ANTIOQUIA
5306001 |MANGLAR|05|ANTIOQUIA
5306002 |PINGURTO|05|ANTIOQUIA
5308000 |GIRARDOTA|05|ANTIOQUIA
5308001 |LA MANGA ARRIBA|05|ANTIOQUIA
5308002 |SAN ANDRES - GIRARDO|05|ANTIOQUIA
5308003 |EL TOTUMO|05|ANTIOQUIA
5308004 |LA PALMA (GIRARDOTA)|05|ANTIOQUIA
5308005 |ENCENILLA|05|ANTIOQUIA
5308008 |LA MATICA|05|ANTIOQUIA
5308009 |CABILDO|05|ANTIOQUIA
5308010 |LAS CUCHILLAS|05|ANTIOQUIA
5308011 |JAMUNDI|05|ANTIOQUIA
5308012 |JUAN COJO|05|ANTIOQUIA
5308015 |SAN DIEGO - GIRARDOT|05|ANTIOQUIA
5310000 |GOMEZ PLATA|05|ANTIOQUIA
5310001 |EL SALTO|05|ANTIOQUIA
5310002 |SAN MATIAS|05|ANTIOQUIA
5313000 |GRANADA|05|ANTIOQUIA
5313001 |SANTA ANA - GRANADA|05|ANTIOQUIA
5313002 |LA CASCADA|05|ANTIOQUIA
5313003 |GALILEA|05|ANTIOQUIA
5313004 |LOS MEDIOS|05|ANTIOQUIA
5313005 |MINITAS|05|ANTIOQUIA
5315000 |GUADALUPE|05|ANTIOQUIA
5315001 |MALABRIGO|05|ANTIOQUIA
5315002 |GUALTEROS|05|ANTIOQUIA
5315006 |PATIO BONITO|05|ANTIOQUIA
5315007 |GUADALUPE IV|05|ANTIOQUIA
5318000 |GUARNE|05|ANTIOQUIA
5318001 |COLORADOS|05|ANTIOQUIA
5318002 |ALTO DE LA VIRGEN|05|ANTIOQUIA
5318003 |LA HONDA(TOLDA)|05|ANTIOQUIA
5318004 |PIEDRAS BLANCAS|05|ANTIOQUIA
5318005 |YOLOMBAL|05|ANTIOQUIA
5321000 |GUATAPE|05|ANTIOQUIA
5321001 |EL ROBLE|05|ANTIOQUIA
5321002 |LA PIEDRA|05|ANTIOQUIA
5347000 |HELICONIA|05|ANTIOQUIA
5347001 |ALTO DEL CORRAL|05|ANTIOQUIA
5347002 |PUEBLITO|05|ANTIOQUIA
5347003 |LLANOS DE SAN JOSE|05|ANTIOQUIA
5347006 |LA CHORRERA|05|ANTIOQUIA
5347007 |EL HATILLO|05|ANTIOQUIA
5347008 |LA PAVA|05|ANTIOQUIA
5353000 |HISPANIA|05|ANTIOQUIA
5353001 |HOYO GRANDE(LLANETE)|05|ANTIOQUIA
5360000 |ITAGUI|05|ANTIOQUIA
5360001 |LOS GOMEZ|05|ANTIOQUIA
5360003 |EL AJISAL|05|ANTIOQUIA
5360004 |YARUMITO|05|ANTIOQUIA
5360005 |LA LOMA I|05|ANTIOQUIA
5360006 |EL PEDREGAL|05|ANTIOQUIA
5360007 |EL ROSARIO - ITAGUI|05|ANTIOQUIA
5360008 |LA NATORITARIA|05|ANTIOQUIA
5360009 |SAN PIO|05|ANTIOQUIA
5360010 |SAN GABRIEL|05|ANTIOQUIA
5360011 |SAN FERNANDO|05|ANTIOQUIA
5361000 |ITUANGO|05|ANTIOQUIA
5361001 |BADILLO|05|ANTIOQUIA
5361002 |BUILOPOLIS|05|ANTIOQUIA
5361003 |LA GRANJA|05|ANTIOQUIA
5361004 |PASCUITA|05|ANTIOQUIA
5361005 |SANTA ANA - ITUANGO|05|ANTIOQUIA
5361006 |SANTA LUCIA|05|ANTIOQUIA
5361007 |SANTA RITA DE ITUANG|05|ANTIOQUIA
5361008 |FINLANDIA|05|ANTIOQUIA
5361009 |EL CEDRAL|05|ANTIOQUIA
5361010 |EL SOCORRO-ITUANGO (|05|ANTIOQUIA
5361011 |QUEBRADA DEL MEDIO|05|ANTIOQUIA
5361012 |SAN JUANILLO|05|ANTIOQUIA
5361013 |LA HUNDIDA|05|ANTIOQUIA
5361014 |LA PRENSA|05|ANTIOQUIA
5361015 |EL MEDIO|05|ANTIOQUIA
5361016 |SAN PABLO DE RIOSUCI|05|ANTIOQUIA
5364000 |JARDIN|05|ANTIOQUIA
5364001 |CRISTIANIA|05|ANTIOQUIA
5364002 |LAS MACANAS|05|ANTIOQUIA
5364004 |LA CASCADA|05|ANTIOQUIA
5364005 |LA CASIANA|05|ANTIOQUIA
5368000 |JERICO|05|ANTIOQUIA
5368001 |PALOCABILDO|05|ANTIOQUIA
5368002 |PALENQUE|05|ANTIOQUIA
5368003 |LA CASCADA|05|ANTIOQUIA
5368004 |MONTECRISTO|05|ANTIOQUIA
5368005 |GUACAMAYAL|05|ANTIOQUIA
5368006 |LA LEONA|05|ANTIOQUIA
5368007 |LOS PATIOS|05|ANTIOQUIA
5376000 |LA CEJA|05|ANTIOQUIA
5376001 |GUAICO GRANDE|05|ANTIOQUIA
5376002 |EL TAMBO|05|ANTIOQUIA
5376003 |SAN JOSE (LA CEJA)|05|ANTIOQUIA
5376004 |PAYUCO|05|ANTIOQUIA
5380000 |LA ESTRELLA|05|ANTIOQUIA
5380001 |LA TABLAZA|05|ANTIOQUIA
5380002 |PUEBLO VIEJO|05|ANTIOQUIA
5380004 |JUAN XXIII|05|ANTIOQUIA
5390000 |LA PINTADA|05|ANTIOQUIA
5400000 |LA UNION (ANTIOQUIA)|05|ANTIOQUIA
5400001 |MESOPOTAMIA|05|ANTIOQUIA
5400002 |GUARUNGO|05|ANTIOQUIA
5400003 |CHUSCALITO|05|ANTIOQUIA
5400004 |LA CONCHA|05|ANTIOQUIA
5411000 |LIBORINA|05|ANTIOQUIA
5411001 |EL CARMEN|05|ANTIOQUIA
5411002 |LA HONDA - LIBORINA|05|ANTIOQUIA
5411003 |LA MERCED(PLAYON)|05|ANTIOQUIA
5411004 |SAN DIEGO(PLACITA)|05|ANTIOQUIA
5411005 |CURITI - LIBORINA -|05|ANTIOQUIA
5411006 |EL POTRERO|05|ANTIOQUIA
5411007 |SAN CRISTOBAL (LIBOR|05|ANTIOQUIA
5411008 |BELEN - LIBORINA|05|ANTIOQUIA
5411009 |SOBRESABANA|05|ANTIOQUIA
5411010 |EL GUAMAL|05|ANTIOQUIA
5411011 |LOS PEÑOLES|05|ANTIOQUIA
5425000 |MACEO|05|ANTIOQUIA
5425001 |LA SUSANA|05|ANTIOQUIA
5425002 |SAN LAUREANO|05|ANTIOQUIA
5425003 |LA FLORESTA|05|ANTIOQUIA
5425004 |EL CENIZO|05|ANTIOQUIA
5425005 |SAN JOSE DEL NUS-|05|ANTIOQUIA
5440000 |MARINILLA|05|ANTIOQUIA
5440001 |BELEN - MARINILLA|05|ANTIOQUIA
5440002 |LA DALIA|05|ANTIOQUIA
5440003 |LA PRIMAVERA|05|ANTIOQUIA
5441005 |CURITI - LIBORINA|05|ANTIOQUIA
5467000 |MONTEBELLO|05|ANTIOQUIA
5467001 |SABALETAS|05|ANTIOQUIA
5467002 |EL TABLAZO|05|ANTIOQUIA
5467003 |MONTE DE VENADO|05|ANTIOQUIA
5467004 |EL CARMELO|05|ANTIOQUIA
5475000 |MURINDO|05|ANTIOQUIA
5475001 |OPOGADO|05|ANTIOQUIA
5475003 |SAN ALEJANDRO|05|ANTIOQUIA
5475004 |GUADUALITO|05|ANTIOQUIA
